Y_FE14002_Mokokchung_1303004_Wokha_FRice	248.45
Y_FE14002_Mokokchung_1303005_Mokokchung_FRice	499.4
Y_FE14002_Mokokchung_1303006_Wokha_FRice	294.65
Y_FE14002_Mokokchung_1303007_Wokha_FRice	880.2
Y_FE14002_Mokokchung_1303008_Wokha_FRice	249.4
Y_FE14002_Mokokchung_1304002_Zunheboto_FRice	298.95
Y_FE14002_Mokokchung_1304004_Zunheboto_FRice	348.35
Y_FE14002_Mokokchung_1304011_Zunheboto_FRice	499.45
Y_FE14002_Mokokchung_1305004_Wokha_FRice	193.65
Y_FE14002_Mokokchung_1305005_Wokha_FRice	294.75
Y_FE14002_Mokokchung_1305007_Wokha_FRice	99.75
Y_FE14003_Tuensang_1301011_Mon_FRice	121.2
Y_FE14003_Tuensang_1302001_Tuensang_FRice	2478.9
Y_FE14003_Tuensang_1302003_Tuensang_FRice	600.0
Y_FE14003_Tuensang_1302004_Tuensang_FRice	333.65
Y_FE14003_Tuensang_1302005_Tuensang_FRice	264.2
Y_FE14003_Tuensang_1302009_Tuensang_FRice	550.0
Y_FE14003_Tuensang_1302010_Tuensang_FRice	498.3
Y_FE14003_Tuensang_1304001_Zunheboto_FRice	1306.95
Y_FE14003_Tuensang_1304003_Zunheboto_FRice	696.9
Y_FE14003_Tuensang_1304005_Zunheboto_FRice	426.25
Y_FE14003_Tuensang_1304006_Zunheboto_FRice	368.2
Y_FE14003_Tuensang_1304010_Zunheboto_FRice	181.05
Y_FE14003_Tuensang_1309001_Longleng_FRice	1499.6
Y_FE14003_Tuensang_1309002_Longleng_FRice	397.15
Y_FE14003_Tuensang_1310001_Kiphire_FRice	21.55
Y_FE14003_Tuensang_1310003_Kiphire_FRice	1.9
Y_FE14003_Tuensang_1310005_Kiphire_FRice	14.8
Y_FE14003_Tuensang_1312006_Noklak_FRice	384.45
Y_FE14003_Tuensang_1312007_Noklak_FRice	999.65
Y_FE14003_Tuensang_1312008_Noklak_FRice	385.95
Y_FE14004_Mon_1301002_Mon_FRice	43.65
Y_FE14004_Mon_1301008_Mon_FRice	106.0
Y_FE14004_Mon_1309003_Longleng_FRice	441.4
Y_FE14004_Mon_1309004_Longleng_FRice	395.45
Y_FE14005_Dimapur_1305001_Wokha_FRice	999.35
Y_FE14005_Dimapur_1305002_Wokha_FRice	568.25
Y_FE14005_Dimapur_1305003_Wokha_FRice	172.0
Y_FE14005_Dimapur_1305006_Wokha_FRice	198.8
Y_FE14005_Dimapur_1306001_Dimapur_FRice	14343.1
Y_FE14005_Dimapur_1306002_Wokha_FRice	46.25
Y_FE14006_Kohima_1304007_Zunheboto_FRice	532.75
Y_FE14006_Kohima_1304008_Zunheboto_FRice	197.95
Y_FE14006_Kohima_1304009_Zunheboto_FRice	218.6
Y_FE14006_Kohima_1307001_Kohima_FRice	12.05
Y_FE14006_Kohima_1307002_Kohima_FRice	32.9
Y_FE14006_Kohima_1308001_Zunheboto_FRice	153.5
Y_FE14006_Kohima_1308002_Phek_FRice	6.75
Y_FE14006_Kohima_1311001_Peren_FRice	68.5
