X_1301001_Mon_126100100001_Mon_Wheat	32.45
X_1301001_Mon_126100100001_Mon_Wheat1	1.0
X_1301001_Mon_126100100003_Mon_Wheat	68.6
X_1301001_Mon_126100100003_Mon_Wheat1	1.0
X_1301001_Mon_126100100004_Mon_Wheat	63.5
X_1301001_Mon_126100100004_Mon_Wheat1	1.0
X_1301001_Mon_126100100005_Mon_Wheat	112.6
X_1301001_Mon_126100100005_Mon_Wheat1	1.0
X_1301001_Mon_126100100011_Mon_Wheat	13.45
X_1301001_Mon_126100100011_Mon_Wheat1	1.0
X_1301001_Mon_126100200001_Mon_Wheat	178.05
X_1301001_Mon_126100200001_Mon_Wheat1	1.0
X_1301001_Mon_126100200002_Mon_Wheat	26.95
X_1301001_Mon_126100200002_Mon_Wheat1	1.0
X_1301001_Mon_126100200003_Mon_Wheat	69.05
X_1301001_Mon_126100200003_Mon_Wheat1	1.0
X_1301001_Mon_126100200004_Mon_Wheat	50.5
X_1301001_Mon_126100200004_Mon_Wheat1	1.0
X_1301001_Mon_126100200006_Mon_Wheat	47.3
X_1301001_Mon_126100200006_Mon_Wheat1	1.0
X_1301001_Mon_126100200007_Mon_Wheat	19.75
X_1301001_Mon_126100200007_Mon_Wheat1	1.0
X_1301002_Mon_126101000006_Mon_Wheat	65.3
X_1301002_Mon_126101000006_Mon_Wheat1	1.0
X_1301002_Mon_126101200002_Mon_Wheat	63.85
X_1301002_Mon_126101200002_Mon_Wheat1	1.0
X_1301002_Mon_126101200003_Mon_Wheat	30.05
X_1301002_Mon_126101200003_Mon_Wheat1	1.0
X_1301002_Mon_126101200005_Mon_Wheat	25.3
X_1301002_Mon_126101200005_Mon_Wheat1	1.0
X_1301002_Mon_126101200006_Mon_Wheat	135.45
X_1301002_Mon_126101200006_Mon_Wheat1	1.0
X_1301002_Mon_126101200007_Mon_Wheat	156.35
X_1301002_Mon_126101200007_Mon_Wheat1	1.0
X_1301002_Mon_126101200008_Mon_Wheat	145.05
X_1301002_Mon_126101200008_Mon_Wheat1	1.0
X_1301002_Mon_126101200009_Mon_Wheat	20.0
X_1301002_Mon_126101200009_Mon_Wheat1	1.0
X_1301002_Mon_126101200010_Mon_Wheat	75.05
X_1301002_Mon_126101200010_Mon_Wheat1	1.0
X_1301002_Mon_126101200011_Mon_Wheat	25.25
X_1301002_Mon_126101200011_Mon_Wheat1	1.0
X_1301002_Mon_126300500015_Longleng_Wheat	58.25
X_1301002_Mon_126300500015_Longleng_Wheat1	1.0
X_1301003_Mon_126100200005_Mon_Wheat	120.65
X_1301003_Mon_126100200005_Mon_Wheat1	1.0
X_1301003_Mon_126100300001_Mon_Wheat	55.4
X_1301003_Mon_126100300001_Mon_Wheat1	1.0
X_1301003_Mon_126100300002_Mon_Wheat	138.8
X_1301003_Mon_126100300002_Mon_Wheat1	1.0
X_1301003_Mon_126100300003_Mon_Wheat	55.7
X_1301003_Mon_126100300003_Mon_Wheat1	1.0
X_1301003_Mon_126100300004_Mon_Wheat	26.4
X_1301003_Mon_126100300004_Mon_Wheat1	1.0
X_1301003_Mon_126100300005_Mon_Wheat	84.1
X_1301003_Mon_126100300005_Mon_Wheat1	1.0
X_1301003_Mon_126100300006_Mon_Wheat	23.5
X_1301003_Mon_126100300006_Mon_Wheat1	1.0
X_1301003_Mon_126100300007_Mon_Wheat	22.65
X_1301003_Mon_126100300007_Mon_Wheat1	1.0
X_1301003_Mon_126100800010_Mon_Wheat	16.65
X_1301003_Mon_126100800010_Mon_Wheat1	1.0
X_1301003_Mon_126101300001_Mon_Wheat	85.2
X_1301003_Mon_126101300001_Mon_Wheat1	1.0
X_1301003_Mon_126101300003_Mon_Wheat	46.4
X_1301003_Mon_126101300003_Mon_Wheat1	1.0
X_1301003_Mon_126101300004_Mon_Wheat	68.7
X_1301003_Mon_126101300004_Mon_Wheat1	1.0
X_1301003_Mon_126101300007_Mon_Wheat	86.8
X_1301003_Mon_126101300007_Mon_Wheat1	1.0
X_1301003_Mon_126101300008_Mon_Wheat	119.8
X_1301003_Mon_126101300008_Mon_Wheat1	1.0
X_1301003_Mon_126101300009_Mon_Wheat	91.95
X_1301003_Mon_126101300009_Mon_Wheat1	1.0
X_1301003_Mon_126101300010_Mon_Wheat	120.15
X_1301003_Mon_126101300010_Mon_Wheat1	1.0
X_1301003_Mon_126101400001_Mon_Wheat	31.75
X_1301003_Mon_126101400001_Mon_Wheat1	1.0
X_1301003_Mon_126101400002_Mon_Wheat	43.0
X_1301003_Mon_126101400002_Mon_Wheat1	1.0
X_1301003_Mon_126101400003_Mon_Wheat	15.65
X_1301003_Mon_126101400003_Mon_Wheat1	1.0
X_1301003_Mon_126101400004_Mon_Wheat	7.25
X_1301003_Mon_126101400004_Mon_Wheat1	1.0
X_1301003_Mon_126101400007_Mon_Wheat	13.05
X_1301003_Mon_126101400007_Mon_Wheat1	1.0
X_1301003_Mon_126101400008_Mon_Wheat	6.85
X_1301003_Mon_126101400008_Mon_Wheat1	1.0
X_1301004_Mon_126100800009_Mon_Wheat	41.05
X_1301004_Mon_126100800009_Mon_Wheat1	1.0
X_1301004_Mon_126100800011_Mon_Wheat	12.7
X_1301004_Mon_126100800011_Mon_Wheat1	1.0
X_1301004_Mon_126100800013_Mon_Wheat	59.0
X_1301004_Mon_126100800013_Mon_Wheat1	1.0
X_1301004_Mon_126101300002_Mon_Wheat	77.9
X_1301004_Mon_126101300002_Mon_Wheat1	1.0
X_1301004_Mon_126101300006_Mon_Wheat	8.4
X_1301004_Mon_126101300006_Mon_Wheat1	1.0
X_1301005_Mon_126100600006_Mon_Wheat	144.85
X_1301005_Mon_126100600006_Mon_Wheat1	1.0
X_1301005_Mon_126100900002_Mon_Wheat	59.2
X_1301005_Mon_126100900002_Mon_Wheat1	1.0
X_1301005_Mon_126100900003_Mon_Wheat	30.7
X_1301005_Mon_126100900003_Mon_Wheat1	1.0
X_1301005_Mon_126100900004_Mon_Wheat	56.4
X_1301005_Mon_126100900004_Mon_Wheat1	1.0
X_1301005_Mon_126100900005_Mon_Wheat	37.15
X_1301005_Mon_126100900005_Mon_Wheat1	1.0
X_1301005_Mon_126100900007_Mon_Wheat	25.1
X_1301005_Mon_126100900007_Mon_Wheat1	1.0
X_1301005_Mon_126101000001_Mon_Wheat	23.5
X_1301005_Mon_126101000001_Mon_Wheat1	1.0
X_1301005_Mon_126201100003_Noklak_Wheat	14.6
X_1301005_Mon_126201100003_Noklak_Wheat1	1.0
X_1301005_Mon_126201100005_Noklak_Wheat	12.2
X_1301005_Mon_126201100005_Noklak_Wheat1	1.0
X_1301005_Mon_126201200006_Noklak_Wheat	23.55
X_1301005_Mon_126201200006_Noklak_Wheat1	1.0
X_1301005_Mon_126300400009_Longleng_Wheat	24.35
X_1301005_Mon_126300400009_Longleng_Wheat1	1.0
X_1301006_Mon_126100100006_Mon_Wheat	127.75
X_1301006_Mon_126100100006_Mon_Wheat1	1.0
X_1301006_Mon_126100100007_Mon_Wheat	69.95
X_1301006_Mon_126100100007_Mon_Wheat1	1.0
X_1301006_Mon_126100100008_Mon_Wheat	67.2
X_1301006_Mon_126100100008_Mon_Wheat1	1.0
X_1301006_Mon_126100100009_Mon_Wheat	49.05
X_1301006_Mon_126100100009_Mon_Wheat1	1.0
X_1301006_Mon_126100400003_Mon_Wheat	24.95
X_1301006_Mon_126100400003_Mon_Wheat1	1.0
X_1301006_Mon_126100400004_Mon_Wheat	47.8
X_1301006_Mon_126100400004_Mon_Wheat1	1.0
X_1301006_Mon_126100600001_Mon_Wheat	51.9
X_1301006_Mon_126100600001_Mon_Wheat1	1.0
X_1301006_Mon_126100600002_Mon_Wheat	21.7
X_1301006_Mon_126100600002_Mon_Wheat1	1.0
X_1301006_Mon_126100600003_Mon_Wheat	146.5
X_1301006_Mon_126100600003_Mon_Wheat1	1.0
X_1301006_Mon_126100600004_Mon_Wheat	87.65
X_1301006_Mon_126100600004_Mon_Wheat1	1.0
X_1301006_Mon_126100600005_Mon_Wheat	58.8
X_1301006_Mon_126100600005_Mon_Wheat1	1.0
X_1301006_Mon_126100600007_Mon_Wheat	13.6
X_1301006_Mon_126100600007_Mon_Wheat1	1.0
X_1301006_Mon_126100600011_Mon_Wheat	12.8
X_1301006_Mon_126100600011_Mon_Wheat1	1.0
X_1301006_Mon_126100600013_Mon_Wheat	2.9
X_1301006_Mon_126100600013_Mon_Wheat1	1.0
X_1301006_Mon_126100600014_Mon_Wheat	13.45
X_1301006_Mon_126100600014_Mon_Wheat1	1.0
X_1301008_Mon_126100500001_Mon_Wheat	11.2
X_1301008_Mon_126100500001_Mon_Wheat1	1.0
X_1301008_Mon_126100500003_Mon_Wheat	52.3
X_1301008_Mon_126100500003_Mon_Wheat1	1.0
X_1301008_Mon_126100500004_Mon_Wheat	8.55
X_1301008_Mon_126100500004_Mon_Wheat1	1.0
X_1301008_Mon_126100500005_Mon_Wheat	8.75
X_1301008_Mon_126100500005_Mon_Wheat1	1.0
X_1301008_Mon_126100500006_Mon_Wheat	34.55
X_1301008_Mon_126100500006_Mon_Wheat1	1.0
X_1301008_Mon_126100500007_Mon_Wheat	6.25
X_1301008_Mon_126100500007_Mon_Wheat1	1.0
X_1301008_Mon_126100500008_Longleng_Wheat	4.4
